Gene symbol	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001
DNM1P47	189	188	151	51	42	45
GOLGA8VP	12	10	12	9	5	5
RN7SL209P	0	0	0	0	0	0
OR4F6	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0
OR4F14P	0	0	0	0	0	0
OR4F13P	0	0	0	0	0	0
OR4F28P	2	0	2	5	0	0
WBP1LP5	0	0	0	0	0	0
AC140725.2	0	0	0	0	0	0
OR4F4	0	0	0	0	0	0
OR4G2P	0	0	0	0	0	0
OR4G6P	0	0	0	0	0	0
FAM138E	0	0	0	2	0	0
AC140725.1	4	7	6	20	23	22
MIR1302-10	0	0	0	0	0	0
WASH3P	888	852	979	1051	1004	923
MIR6859-3	2	1	2	2	0	0
DDX11L9	3	1	4	0	1	0
DDX11L10	0	1	0	3	1	3
WASH4P	19	13	19	9	10	11
MIR6859-4	0	0	0	0	0	0
Z84723.1	0	0	0	0	0	0
WASIR2	4	14	11	39	40	34
IL9RP3	1	1	1	1	0	0
POLR3K	114	154	193	182	200	230
SNRNP25	806	955	1153	502	702	844
RHBDF1	403	317	441	284	230	176
Z69720.2	0	0	0	1	0	0
MPG	301	353	394	204	260	245
NPRL3	892	830	921	867	865	930
Z69720.1	0	0	0	0	0	0
Z69666.1	0	2	0	1	0	1
HBZ	1	0	0	6	1	0
HBM	0	0	0	0	0	0
HBZP1	0	0	0	0	0	0
Z84721.1	0	0	0	0	0	0
HBA2	0	0	0	1	1	1
HBA1	0	0	1	0	0	1
HBQ1	15	20	42	51	65	54
Z69706.1	6	5	5	4	5	3
LUC7L	3283	3088	2563	2365	1896	1472
Z69890.1	9	7	6	7	6	10
FAM234A	1530	1631	1649	660	650	535
AC004754.1	33	43	57	14	8	10
RGS11	892	606	570	908	687	400
ARHGDIG	450	429	760	1650	2348	2653
PDIA2	178	118	247	682	599	486
AXIN1	928	813	1069	615	750	765
MRPL28	1137	1272	1489	1194	1441	1573
TMEM8A	3043	2936	3570	1628	1547	1469
Z97634.1	19	18	17	25	14	19
NME4	3498	3103	3294	1725	1129	803
DECR2	272	261	281	274	253	234
AL023881.1	1	0	2	2	3	5
RAB11FIP3	2122	2162	2294	1605	1743	1853
AL049542.1	0	1	0	0	0	0
LINC00235	45	48	50	23	29	44
CAPN15	289	281	373	266	287	383
MIR5587	0	0	1	1	0	1
MIR3176	5	4	3	2	0	2
Z97986.1	0	0	0	0	0	0
PRR35	0	0	1	2	0	0
PIGQ	2388	2328	2608	930	892	827
NHLRC4	6	9	14	6	8	3
Z98883.1	0	2	0	0	0	0
RAB40C	585	576	780	814	1080	1185
WFIKKN1	48	43	41	62	72	52
METTL26	678	643	793	670	888	808
MCRIP2	198	221	295	268	353	393
AL022341.1	2	3	8	2	4	1
WDR90	405	401	437	217	135	127
AL022341.2	0	0	0	1	0	0
RHOT2	1004	988	1133	903	798	836
RHBDL1	66	61	77	119	113	84
Z92544.1	3	5	3	2	1	5
Z92544.3	0	0	0	0	0	0
STUB1	825	826	874	679	667	720
JMJD8	560	523	698	217	217	200
WDR24	265	273	310	189	197	230
Z92544.2	45	35	53	24	28	36
FBXL16	395	403	793	1601	2042	2017
Z97653.2	30	47	46	20	7	15
Z97653.1	3	8	7	2	1	3
METRN	1460	1484	1306	216	106	47
FAM173A	177	172	251	177	220	213
CCDC78	85	79	100	71	64	77
HAGHL	132	141	188	236	270	364
CIAO3	394	405	466	367	435	392
MSLN	0	1	1	0	1	3
AL031258.1	0	0	0	0	0	0
MSLNL	1	0	1	1	0	0
MIR662	0	0	0	0	0	0
RPUSD1	183	223	279	244	369	498
CHTF18	115	169	208	90	107	124
GNG13	2	7	15	21	8	7
AL031008.1	6	2	6	2	4	4
LMF1	607	606	552	364	278	323
AL031716.1	7	5	5	1	1	0
AL008727.1	1	0	6	0	1	0
LMF1-AS1	2	2	2	2	2	2
AC009041.4	3	0	10	2	4	13
AC009041.2	55	54	158	355	237	195
SOX8	42	40	58	61	58	61
AC009041.1	1	0	0	0	0	0
SSTR5-AS1	9	13	19	0	0	1
AC009041.3	0	0	0	0	0	0
SSTR5	14	9	22	1	1	0
C1QTNF8	8	14	11	0	0	0
AL031713.1	2	2	2	3	3	8
AL031598.1	3	4	7	17	12	12
AC120498.8	2	1	5	5	1	0
CACNA1H	9613	8197	9835	2665	2214	1699
AC120498.3	0	0	2	2	0	2
AC120498.1	1	1	3	1	1	2
AC120498.6	0	0	1	0	0	0
TPSG1	108	147	152	20	18	8
AC120498.10	45	45	64	14	7	3
TPSB2	10	12	13	1	2	0
TPSAB1	2	1	0	0	1	0
TPSD1	0	0	0	0	0	0
AC120498.2	0	0	0	0	0	0
PRSS29P	0	0	0	0	0	0
AC120498.7	0	0	0	0	0	0
AC120498.5	0	0	0	0	0	0
TPSP2	0	0	0	0	0	0
AC120498.4	0	0	0	1	0	0
AC120498.9	4	7	6	14	4	5
UBE2I	1909	2041	2169	1549	1808	1737
AL031714.1	85	56	92	43	25	36
RPS20P2	13	13	13	6	7	10
BAIAP3	8072	8010	8815	2178	985	889
TSR3	563	614	648	541	679	731
GNPTG	1281	1332	1448	632	611	589
AL031709.1	0	0	1	0	0	0
UNKL	391	404	455	309	338	407
AL032819.1	2	2	3	8	10	22
C16orf91	123	167	195	158	210	224
AL032819.3	51	38	102	1	1	0
CCDC154	132	150	219	31	7	10
AL032819.2	135	139	167	11	3	1
CLCN7	1150	1060	1249	560	558	815
AL031600.3	0	0	0	0	0	0
AL031600.1	15	11	15	6	2	8
AL031600.2	0	0	1	0	0	0
RPS3AP2	0	1	1	0	0	0
PTX4	0	0	0	0	0	1
TELO2	637	694	751	426	559	578
IFT140	2556	2341	2613	1042	856	890
AL031705.1	4	5	1	1	0	1
TMEM204	7	5	3	0	0	2
AL031719.1	2	4	4	0	1	1
AL031719.2	2	1	1	1	0	1
Z97633.1	6	4	3	2	6	3
AL133297.1	5	4	1	1	1	1
AL133297.2	3	2	5	3	2	2
CRAMP1	485	534	530	513	591	439
Z97652.1	1	2	2	1	0	0
AL031708.1	1	5	2	0	2	0
JPT2	4752	4738	5075	2453	2929	2419
AL031009.1	7	14	14	5	8	8
MAPK8IP3	2760	2939	3262	3593	3804	4961
AL031710.2	0	0	0	0	0	0
AL031710.1	0	0	0	0	0	0
MIR3177	0	0	0	1	0	1
AL031717.1	8	13	8	3	3	3
NME3	550	671	709	188	292	158
MRPS34	772	939	864	856	949	1077
EME2	306	268	372	464	401	555
SPSB3	4	7	10	4	10	6
NUBP2	556	654	763	470	598	589
IGFALS	6	4	9	4	8	13
HAGH	1281	1471	1489	1273	1575	1591
FAHD1	572	608	746	855	1177	1214
MEIOB	7	6	5	18	8	10
AL031722.1	3	8	3	1	7	2
LINC00254	0	0	0	0	0	0
LINC02124	0	0	0	0	0	0
HS3ST6	0	0	0	2	0	3
MSRB1	457	555	529	254	304	277
RPL3L	3	1	0	0	4	0
NDUFB10	1179	1242	1455	1262	1462	1528
RPS2	4245	5026	6301	4153	5306	4332
SNORA10	0	0	0	0	0	0
SNORA64	0	0	0	0	0	0
AC005363.1	0	0	0	0	0	0
SNHG9	73	127	115	42	66	41
SNORA78	0	0	0	0	0	0
RNF151	1	0	1	0	1	1
AC005363.2	1	2	2	0	1	1
TBL3	737	672	896	458	546	646
NOXO1	0	0	0	0	0	1
GFER	363	428	494	298	424	393
AC005606.2	0	0	0	0	0	0
SYNGR3	281	394	839	2376	3465	3633
AC005606.1	0	0	0	0	0	0
ZNF598	398	420	592	347	445	546
NPW	44	25	72	9	8	2
RN7SL219P	0	0	2	0	1	0
SLC9A3R2	1036	1138	1275	949	1196	1548
NTHL1	234	268	337	333	378	504
TSC2	2728	2660	3234	1846	1782	2091
PKD1	3195	2613	3450	2948	2848	2681
MIR1225	0	0	0	0	0	0
AC009065.2	7	6	8	6	7	2
AC009065.5	6	3	10	8	4	4
MIR6511B1	0	0	0	0	0	0
AC009065.6	2	3	1	1	0	2
AC009065.3	2	1	0	0	0	2
MIR4516	0	1	0	1	0	0
MIR3180-5	0	0	0	0	0	0
RAB26	47	52	93	247	128	122
SNHG19	95	127	112	81	109	62
SNORD60	0	0	0	0	0	0
RF00345	0	0	0	0	0	0
TRAF7	1827	1826	2228	1427	1631	1804
CASKIN1	450	456	937	1588	1444	2762
MLST8	990	1090	1247	991	1184	1426
BRICD5	166	188	204	193	143	107
AC009065.7	0	0	0	0	0	0
PGP	348	366	510	354	462	588
E4F1	724	690	820	477	571	729
AC009065.1	0	0	0	0	0	0
DNASE1L2	37	35	40	38	27	39
ECI1	372	466	510	211	230	193
AC009065.8	5	9	11	15	16	6
RNPS1	1750	1929	2478	2343	2996	2978
AC009065.4	18	24	16	23	19	14
MIR3677	0	2	5	0	2	3
MIR940	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0
ABCA3	2961	2912	3854	4862	5647	7717
AC106820.1	4	5	9	8	10	7
ABCA17P	28	27	51	130	111	150
CCNF	219	260	326	310	341	414
AC106820.6	0	0	0	0	0	2
MIR6767	0	0	0	0	0	0
AC106820.3	16	32	27	19	22	19
AC106820.5	12	7	14	7	5	12
TEDC2	74	84	130	121	145	190
MIR6768	0	0	0	0	0	0
AC106820.2	1	3	6	8	2	6
NTN3	56	57	91	28	43	78
TBC1D24	623	684	901	1870	1856	1975
AC106820.4	506	582	586	538	591	511
AC093525.2	0	0	0	0	0	0
ATP6V0C	2	4	4	1	1	4
AC093525.1	0	0	0	0	0	0
AC093525.8	23	16	24	27	34	22
AMDHD2	120	133	164	90	152	217
CEMP1	0	0	0	0	0	0
MIR3178	0	0	0	0	0	0
PDPK1	1435	1435	1900	2123	2524	2931
AC093525.6	8	15	13	17	25	23
AC093525.5	0	0	0	0	1	0
AC093525.7	2	6	10	8	6	8
AC093525.4	6	5	11	5	5	6
AC093525.3	0	0	1	0	0	1
AC093525.9	2	8	9	4	1	8
AC093525.10	14	15	10	13	7	6
AC141586.5	3	3	2	2	0	1
AC141586.3	0	0	0	0	0	0
AC141586.1	234	216	284	176	163	247
PDPK2P	246	233	354	191	229	337
AC141586.4	2	3	1	2	3	1
AC141586.2	106	75	118	119	124	107
ERVK13-1	812	860	916	597	598	714
KCTD5	1150	1140	1255	785	948	924
AC092117.2	5	4	5	4	3	4
PRSS27	49	53	51	118	102	121
SRRM2-AS1	55	89	93	13	11	12
SRRM2	21622	17238	19936	10461	8420	8782
ELOB	3293	3845	4186	2832	3342	3100
AC092117.1	50	76	77	85	127	166
PRSS33	1	1	0	10	5	3
SNORA3C	0	0	0	0	0	0
PRSS41	0	0	0	0	0	0
PRSS21	0	0	0	0	0	0
EIF1P4	0	0	0	0	0	0
ZG16B	3	3	4	0	6	0
PRSS30P	0	0	0	0	0	0
PRSS22	0	0	0	0	0	0
AC003965.2	0	0	0	0	0	0
AC003965.1	8	6	10	14	21	19
FLYWCH2	266	290	387	461	559	679
FLYWCH1	602	586	874	848	1157	1595
RPL23AP86	0	1	1	0	0	0
AC004034.1	1	2	2	2	2	0
KREMEN2	9	10	24	119	140	166
PKMYT1	10	24	30	22	30	37
PAQR4	77	98	196	295	464	611
AC004233.4	1	1	0	4	2	4
AC004233.2	137	98	88	79	31	4
LINC00514	13	9	12	8	7	3
AC004233.1	0	0	0	4	0	0
AC004233.3	7	19	22	94	121	88
CLDN9	2	2	1	32	15	15
CLDN6	33	38	99	837	1338	786
TNFRSF12A	170	184	215	146	235	200
HCFC1R1	439	436	631	1149	1235	1225
THOC6	124	131	155	135	190	156
BICDL2	0	1	0	1	2	2
AC108134.1	0	0	1	2	4	1
MMP25-AS1	66	72	108	211	198	257
MMP25	2	1	5	18	11	14
IL32	9	1	9	12	10	15
RNU1-125P	0	0	0	0	0	0
AC108134.3	0	0	1	0	0	0
RNU1-22P	0	0	0	0	0	0
ZSCAN10	1	1	2	2	1	0
AC108134.4	13	15	20	5	1	4
ZNF213-AS1	354	397	409	266	255	261
ZNF205	286	276	424	273	469	545
ZNF213	468	495	583	554	696	762
CASP16P	8	9	4	1	2	5
AC108134.2	3	5	9	0	2	0
AJ003147.1	0	0	0	0	1	0
AJ003147.2	0	0	0	3	1	2
OR1F1	2	3	6	13	21	12
OR1F2P	0	1	2	2	1	3
ZNF200	386	462	492	419	518	563
MEFV	1	0	1	2	3	6
LINC00921	5	3	6	5	8	9
ZNF263	860	897	969	904	923	1037
AJ003147.3	2	3	1	10	2	3
AC004232.3	9	7	7	2	7	4
TIGD7	180	171	205	209	254	234
ZNF75A	1074	947	1000	774	862	720
AC004232.2	0	0	0	0	0	0
AC004232.1	0	0	0	0	0	0
AC025283.1	2	3	5	2	2	5
OR2C1	8	4	6	3	1	2
AC025283.3	0	0	0	0	0	0
MTCO1P28	0	1	0	1	0	0
MTND1P8	1	1	0	0	0	0
MTRNR2L4	2	2	4	3	3	2
ZSCAN32	23	32	28	10	9	24
AC025283.2	1	1	0	0	0	0
ZNF174	377	389	378	463	475	495
ZNF597	9	4	5	230	296	283
NAA60	804	783	889	814	917	919
AC004224.2	0	0	0	0	0	0
MIR6126	0	0	0	0	0	0
C16orf90	0	0	0	0	0	0
AC004224.1	0	2	1	1	1	1
CLUAP1	1496	1514	1408	714	631	670
AC004494.2	0	0	0	0	0	0
NLRC3	97	65	82	81	91	87
AC004494.1	1	2	3	2	1	0
SLX4	422	418	618	527	621	781
AC006111.1	0	0	0	0	0	0
DNASE1	1014	846	1069	718	627	752
AC006111.2	11	13	9	13	18	16
TRAP1	884	941	1277	1116	1164	1643
AC006111.3	0	3	1	2	2	0
CREBBP	3263	2939	3840	1937	2213	2498
AC007151.1	0	0	0	0	0	0
AC005736.1	26	31	16	15	20	4
ADCY9	603	500	691	894	1047	1287
AC005736.2	0	0	0	0	0	0
AC009171.1	0	0	0	0	0	0
AC009171.2	1	0	0	0	0	0
SRL	9	9	11	9	4	4
LINC01569	53	40	59	35	30	35
TFAP4	97	82	85	110	134	135
GLIS2	327	334	364	232	253	284
GLIS2-AS1	13	11	15	2	4	3
PAM16	27	35	37	21	25	25
AC012676.1	6	4	5	9	6	8
CORO7-PAM16	0	0	0	0	0	0
AC012676.5	25	24	28	16	6	9
CORO7	70	93	142	333	404	348
VASN	2125	2218	2307	372	176	35
DNAJA3	1183	1229	1421	1046	1218	1408
AC012676.3	2	3	1	2	2	2
AC012676.4	0	0	0	1	2	0
AC012676.2	0	1	0	0	0	0
NMRAL1	238	222	161	410	463	341
HMOX2	814	931	1342	1930	2537	2947
CDIP1	1107	1081	1378	1561	1835	2024
AC023830.3	4	8	7	6	11	9
C16orf96	34	54	38	31	21	24
AC023830.2	0	0	0	0	0	0
SUB1P3	432	473	523	495	537	523
UBALD1	312	322	383	304	426	395
MGRN1	2061	2050	2505	2034	2193	2462
RN7SL850P	0	0	0	0	0	0
AC023830.1	6	2	3	1	2	1
MIR6769A	0	0	0	0	0	1
NUDT16L1	896	1018	1153	443	501	579
ANKS3	548	543	601	441	452	449
AC020663.1	2	1	7	0	1	1
C16orf71	130	182	186	36	27	38
ZNF500	262	274	364	196	187	210
SEPT12	0	1	1	1	0	5
AC020663.4	0	0	0	1	1	4
SMIM22	0	0	0	3	3	4
AC020663.2	0	0	0	0	0	1
ROGDI	271	309	448	575	741	660
GLYR1	2819	2978	3369	2428	2631	3013
AC020663.3	1	1	2	1	3	1
UBN1	1399	1297	1569	882	997	1075
PPL	1290	1135	1290	652	386	360
SEC14L5	20	21	49	76	72	56
NAGPA-AS1	3	6	3	0	3	1
NAGPA	150	160	200	182	213	246
ALG1	188	239	241	177	175	237
C16orf89	4	7	12	9	4	3
AC026458.1	0	0	0	0	0	0
EEF2KMT	104	120	141	124	162	170
AC026458.2	2	0	1	2	0	2
AC074051.5	0	0	0	1	0	0
ENPP7P14	0	0	2	1	0	1
AC074051.2	1	0	0	1	0	0
LINC02164	0	0	0	0	0	0
RBFOX1	76	156	355	395	123	164
AC074051.3	0	0	0	0	0	0
AC074051.1	4	0	0	0	0	2
SNRPCP20	0	0	0	0	0	0
AC074051.4	5	4	8	2	4	2
LINC01570	0	0	0	0	0	0
MIR8065	0	0	0	0	0	0
AC012175.1	0	0	0	0	0	0
AC009135.2	0	0	0	0	0	0
AC009135.1	0	0	0	1	0	0
AC007223.1	0	0	0	0	0	0
AC007012.2	0	0	0	0	0	0
AC007012.1	0	0	0	0	0	0
RNU7-99P	0	0	0	0	0	0
RNU6-457P	0	0	0	0	0	0
RNU6-328P	0	0	0	0	0	0
AC022206.1	0	0	0	0	0	0
AC005774.1	0	0	0	0	0	0
AC093515.1	0	0	0	0	0	0
AC018767.2	0	0	0	0	0	0
LINC02152	0	0	0	0	0	0
AC018767.3	0	0	0	0	0	0
AC018767.1	0	0	0	0	0	0
AC074052.1	0	0	0	0	1	1
AC074052.2	1	0	0	0	0	0
TMEM114	0	2	1	2	2	14
METTL22	299	271	393	325	425	457
AC007224.2	1	0	1	0	0	0
ABAT	5609	6265	6290	3472	2582	2705
RN7SL743P	0	0	0	0	0	0
RNU7-63P	0	0	0	0	0	0
AC007224.1	0	1	0	0	0	0
TMEM186	138	173	183	161	215	206
PMM2	205	170	189	94	100	137
AC012173.1	0	0	2	4	3	3
AC022167.2	26	28	45	31	33	32
CARHSP1	668	732	918	995	1239	1231
AC022167.1	0	0	0	0	0	0
AC022167.4	0	1	0	0	0	0
AC022167.5	0	1	0	0	0	1
USP7	4652	4653	5490	4951	5301	4898
AC022167.3	0	0	0	0	0	0
AC087190.2	0	0	0	0	0	0
C16orf72	2534	2740	3054	2584	3786	3266
AC087190.3	0	0	0	0	0	0
AC087190.1	0	0	0	0	0	0
RPL21P119	641	615	484	395	359	340
LINC02177	4	1	2	20	14	5
LINC01177	0	0	0	0	0	0
LINC01195	0	1	0	0	0	0
AC007221.1	3	1	2	2	2	0
AC007221.2	0	0	1	1	1	0
RNA5SP403	0	0	0	0	0	0
RNA5SP404	0	0	0	0	0	0
AC007218.1	4	2	3	1	0	0
GRIN2A	5452	4763	3580	1636	723	357
AC007218.2	0	0	0	0	0	0
AC133565.1	0	2	1	2	0	0
IMPDH1P11	49	37	46	97	87	98
AC022168.1	0	2	0	1	0	0
RN7SL493P	2	0	1	0	0	0
ATF7IP2	238	240	255	286	236	205
AC131649.1	0	0	0	0	0	0
AC131649.2	3	2	5	3	2	0
RNU6-633P	0	0	0	0	0	0
LINC01290	0	0	0	0	0	0
EMP2	319	302	248	94	67	66
AC027277.1	0	0	0	0	0	0
AC027277.2	0	0	0	0	0	0
TEKT5	1	0	0	5	4	3
AC007595.1	0	0	0	0	0	0
MTCYBP33	0	0	0	0	0	0
MTND6P33	0	0	0	0	0	0
MTND5P33	0	0	0	0	0	0
MTND4P34	0	0	0	0	0	0
MTND4LP24	0	0	0	0	0	0
MTND3P13	0	0	0	0	0	0
MTCO3P24	0	0	0	0	0	0
MTATP6P24	0	0	0	0	0	0
NUBP1	186	215	223	187	180	197
TVP23A	136	135	322	663	834	955
AC133065.2	26	36	31	28	58	33
AC133065.1	0	0	3	0	0	0
CIITA	22	25	32	28	38	42
DEXI	108	124	186	276	407	499
AC133065.3	0	0	0	0	0	0
CLEC16A	1128	1071	1318	1300	1521	1616
RPL7P46	50	49	66	23	37	46
AC007014.2	0	0	1	0	0	0
AC007014.1	0	0	0	0	0	0
AC007220.1	6	8	7	5	3	3
HNRNPCP4	367	340	461	248	250	234
RMI2	61	167	125	23	20	19
SOCS1	15	15	10	15	15	14
TNP2	0	0	1	1	0	1
PRM3	0	0	0	0	0	0
PRM2	0	0	0	0	0	0
PRM1	0	0	0	0	0	0
MIR548H2	0	0	0	0	0	0
AC009121.2	2	3	2	0	0	1
AC009121.1	0	1	1	1	1	0
AC099489.1	706	762	835	207	79	27
AC099489.2	0	0	0	0	0	0
AC099489.3	1	1	5	0	0	0
LITAF	1718	1957	1998	915	628	454
SNN	3471	4365	4651	6849	8588	10885
TXNDC11	1001	872	980	547	530	568
AC007613.1	4	1	5	5	4	2
ZC3H7A	2587	2475	2531	1884	1832	1703
AC010654.1	1	17	8	3	11	18
BCAR4	1	0	0	1	0	0
RSL1D1	2248	2144	2723	2264	2856	3286
AC007216.4	3	4	2	1	4	3
GSPT1	6150	5670	6410	5232	6426	6184
AC007216.3	4	5	6	7	7	4
COX6CP1	61	81	118	88	143	146
AC007216.2	0	1	0	0	0	0
AC007216.5	0	0	0	0	0	0
NPIPB2	3	2	3	53	57	72
TNFRSF17	0	0	1	2	0	0
UBL5P4	0	0	0	0	0	0
SNX29	822	828	987	683	808	1014
AC007216.1	0	0	0	1	0	0
RPS23P6	0	0	0	0	1	1
AC007601.1	0	0	2	0	0	0
AC007601.2	0	1	0	0	0	0
AC007598.2	0	1	0	0	0	0
AC007598.1	0	0	0	0	0	0
AC007598.3	0	0	0	0	0	0
AC131391.1	1	0	0	0	0	0
AC010333.1	0	1	0	0	0	0
AC010333.2	1	0	0	0	0	0
AC010333.3	0	0	0	5	3	2
CPPED1	500	468	503	439	471	353
MIR4718	0	0	0	0	0	0
AC109597.1	0	0	0	0	0	1
AC109597.2	0	1	0	2	3	0
AC092324.1	0	1	3	1	2	1
SHISA9	156	225	465	424	534	258
AC009134.1	0	0	0	0	0	0
U91319.1	1	0	4	2	3	1
AC003009.1	0	0	0	0	0	0
TMF1P1	0	0	0	0	0	0
U95743.1	1	0	0	2	5	2
ERCC4	849	827	830	691	848	772
RPS26P52	1	1	2	1	1	0
AC010401.1	2	4	3	0	2	1
AC010401.2	0	0	0	0	0	0
LINC02185	0	3	5	1	0	0
LINC02186	0	0	0	0	0	1
MRTFB	2252	2214	2465	1561	1321	1374
AC130650.2	212	224	223	403	493	573
AC130650.1	0	1	0	2	0	0
TVP23CP2	0	2	2	1	0	2
MIR193BHG	114	166	265	249	347	563
MIR193B	0	0	0	0	0	0
MIR365A	0	0	0	0	0	0
LINC02130	0	0	0	0	0	0
AC040173.1	1	0	2	0	2	0
PARN	1223	1120	1179	748	809	826
RN7SL274P	0	0	0	0	0	0
BFAR	1615	1708	1750	1308	1537	1519
RNU7-125P	0	0	0	0	0	0
PLA2G10	18	5	10	7	5	9
AC009167.1	2	1	0	3	3	0
NPIPA3	268	250	194	298	205	166
AC136443.1	0	0	0	0	0	0
AC136443.4	6	4	5	3	2	0
NPIPA2	1463	1221	1206	1569	1238	838
AC136443.2	0	0	0	0	0	0
ABCC6P2	14	7	14	5	0	0
NOMO1	6603	5524	6272	7227	6838	6547
AC136443.5	0	0	0	0	0	0
AC136443.3	6	11	7	22	3	15
MIR3179-1	0	0	0	0	0	0
MIR3670-1	0	0	0	0	0	0
AC138932.2	0	4	2	1	1	1
MIR3180-1	0	0	0	0	0	0
AC138932.1	861	764	935	424	359	584
NPIPA1	1014	910	902	1124	824	586
MIR6511A1	0	0	0	0	0	0
MIR6770-1	0	0	0	0	0	0
AC138932.4	0	0	0	0	0	0
PDXDC1	3230	3351	3793	2184	2310	2541
AC138932.3	278	253	365	85	91	94
MIR1972-1	0	0	0	0	0	0
AC138932.5	22	13	7	4	10	4
NTAN1	857	634	948	1093	1105	1042
RRN3	1337	1401	1588	1459	2059	1876
AC139256.1	8	4	1	3	3	2
NPIPP1	63	58	54	95	93	40
PKD1P6-NPIPP1	7	11	7	13	7	6
PKD1P6	121	113	129	99	76	90
MIR6511B2	0	0	0	0	0	0
MIR3180-4	0	0	0	0	0	0
AC126763.1	4	5	7	2	6	0
AC137803.1	0	0	0	0	1	0
NPIPA5	192	147	142	183	118	107
MPV17L	192	203	242	380	439	364
AC140504.1	0	0	0	0	0	0
C16orf45	1271	1702	2956	5593	7280	8214
MARF1	1865	1964	1984	1458	1509	1154
AC026401.1	0	0	0	0	0	1
MIR6506	0	0	0	0	0	0
NDE1	560	588	577	126	84	39
MIR484	0	0	0	0	0	0
AC026401.2	0	0	0	1	0	0
AC026401.3	54	69	63	12	2	4
MYH11	20	25	24	8	7	6
AF001548.2	21	20	26	8	3	1
AF001548.1	0	0	0	0	0	0
AF001548.3	0	0	0	0	0	0
FOPNL	1010	1062	1137	494	594	420
RNU6-213P	2	0	0	0	0	0
AC130651.1	0	1	2	3	1	1
RPL15P20	8	3	8	2	2	5
ABCC1	1668	1411	1636	1005	1059	985
RPL17P40	0	0	0	0	0	0
ABCC6	40	28	44	35	33	21
AC136624.1	0	0	0	0	0	0
NOMO3	4194	3788	4088	4319	4373	4042
AC136624.3	0	0	0	0	0	0
AC136624.2	3	5	4	6	3	6
MIR3179-2	0	0	0	0	0	0
MIR3670-2	0	0	0	0	0	0
AC138969.3	0	0	0	1	0	0
MIR3180-2	0	0	0	0	0	0
PKD1P1	70	44	83	45	33	38
AC138969.1	1167	1006	1000	1510	1032	733
MIR6511A2	0	0	0	0	0	0
MIR6770-2	0	0	0	0	0	0
AC138969.4	5	1	8	0	0	0
AC138969.2	1808	1587	1874	986	913	980
MIR6511A3	0	0	0	0	0	0
NPIPA7	386	318	338	286	182	160
AC136619.1	0	1	1	0	0	0
AC136619.2	0	0	0	0	0	0
AC092326.1	0	0	0	0	0	0
AC092326.2	0	0	0	0	0	0
AC098965.1	0	0	0	0	0	0
AC109446.4	1	3	1	1	0	1
AC109446.2	3	1	1	0	0	0
AC109446.1	3	0	2	0	1	3
XYLT1	2574	2575	3455	457	353	359
AC109446.3	0	0	0	0	0	0
AC099494.1	0	0	0	0	0	0
AC099494.2	9	7	9	7	3	1
AC099494.3	0	1	1	0	0	0
AC009152.1	0	2	1	0	0	0
AC009152.3	0	0	0	1	0	0
AC109495.1	0	0	0	0	0	0
AC025277.1	0	0	0	0	2	1
RPL7P47	274	333	409	167	215	174
AC010601.1	0	0	0	0	0	0
AC010601.2	0	0	0	0	0	0
AC091489.1	0	0	0	0	0	0
AC091489.2	0	0	0	0	0	0
AC008785.1	0	0	0	0	0	0
AC126755.4	1	1	0	0	0	0
NPIPA8	3	2	3	6	0	0
AC126755.6	0	0	0	0	0	0
AC126755.1	86	81	78	40	36	39
MIR6511A4	0	0	0	0	0	0
AC126755.5	0	0	0	1	0	0
NPIPA9	199	103	108	218	135	80
PKD1P5	273	278	304	117	104	142
MIR6770-3	0	0	0	0	0	0
AC126755.3	1	1	0	2	3	2
MIR3180-3	0	0	0	0	0	0
MIR3670-3	0	0	0	0	0	0
AC126755.2	0	1	0	0	0	0
MIR3179-3	0	0	0	0	0	1
NOMO2	868	781	846	698	697	808
MIR3670-4	0	0	0	0	0	0
MIR3179-4	2	0	0	0	0	0
AC136618.2	0	0	0	0	0	0
AC136618.1	0	0	0	0	0	0
ABCC6P1	24	15	22	12	8	0
RPS15A	1610	1856	1914	1131	1257	1111
AC138811.2	0	0	0	0	0	0
ARL6IP1	5734	7365	8312	8033	9842	9878
AC138811.1	0	0	0	0	1	0
SMG1	5285	4680	4772	4821	5075	4199
AC092287.1	1	0	2	0	0	0
TMC7	453	341	400	242	210	240
RNU6-1340P	0	0	0	0	0	0
AC099518.4	3	1	2	0	3	2
AC099518.2	0	1	1	2	2	6
COQ7	1192	1186	1201	776	778	758
AC099518.1	7	6	8	10	9	7
AC099518.6	2	0	2	0	1	2
ITPRIPL2	1060	1036	1067	434	460	453
AC099518.3	0	0	0	0	0	0
AC099518.5	0	0	0	0	0	0
SYT17	2440	2422	2511	1674	1714	1902
CLEC19A	8	9	6	5	6	6
AC130456.1	4	1	1	0	0	1
AC130456.8	1	0	0	0	0	0
AC130456.2	0	1	0	0	1	0
AC130456.7	0	0	0	0	0	0
TMC5	1284	1037	1097	399	108	9
AC130456.4	1	0	1	0	0	0
